document_id,excerpt_id,chunk_number,speaker,date,year,decade,text,word_count,source_url
000813246X00018941222_001,000813246X00018941222_001_E01,1,楠本正隆,1894-12-22,1894,1890,○議長(楠本正隆君) 諸君-諸君、今日ハ議會召集ノ本日ニ當リテ議席ノ 番號抽籤ヲ行ヒマス、部屬ノ配置ハ慣例ニ從ヒマシテ、議席番號ノ順序ニ依ツ テ取計ヒマス、是ヨリ抽籤ヲ致シマス 〔林田書記官番號ヲ讀上ケ、町田書記官氏名ヲ〓呼ス) 百二十九番末吉忠晴君百二十八番山田忠兵衞君 百六十七番中島又五郞君六十番楠本正隆君 八十二番伴直之助君四十二番須藤時郞 二百十四番眞平君八十一番田口卯吉 二十九番橋鳩角和君百八十九番濱野茂君君君君君君 七十八番村本山田吾夫年 省君二百五番高木正 百四十一番中克昌君二百六十五番石坂昌孝 百四十七番堀田康人君百五番竹村藤兵衞 二百三番安田益太郞君二百二十五番喜多川孝經君 百十五番河原林義雄君百六十八番Cafe 三十二番稻葉市郞右衞門君二百六十九番粟谷品三 三百番豐田文三郞君百六十四番前川槇大阪市立高等学校造 百五十八番中野治兵衞君四十七番秋義一 二百九十八番野岡 中野廣太郞君四十六番南道親 百十四番東尾平太郞君二百八十五番櫻井義起君 二百十七番々木政百三十二番島田三郞君 二十六番田泰穀造又君君二百八番 百十二番田嘉君二百九十九番金光榮耀文學 三十六番河田鹿山山佐島 秀麿君二百三十三番 百七十八番艇吉君六十八番石田貫之助君 百五十七番野岩吉君二百一番西村眞太郞君 百三十三番名倉君百八十番肥塚龍君 二百九十六番改野耕三次精逸君 君八十六番岡 二百二十一番櫻井勉君八十三番濱田儀郞君 十二番長崎縣第一區百三十五番富永隼太君 二百六十二番芦塚省三君百三十六番志波三九郞君 百九十四番草刈武八郞君五十八番宮崎榮治君 十四番島村成達君二百五十七番小柳卯三郞君 十九番市島謙吉君二百十九番田邊久藏君 百三番佐々木松坪君二百四十九番大竹貫一君 百二十二番小金井權三郞君二百二十番波多野傳三郞君 百四十二番內藤久寬君二百四十四番久保田右作君 二百二十二番岡村貢君百二十一番室孝次郎君 二百三十番太田孫次右衞門君六十五番後藤五郞治君 百六十五番高橋安爾君三十三番福田久松君 二百五十五番高田早苗君百八十七番新井啓一郞君 七十二番野口君百五十三番湯本義憲君 二百四十二番堀越寬毫介聚君百九十八番善チョコピー 五十七番新井君二百六十八番 五十二番中島祐八君百七十七番 二百七十番眞下珂十郞君百七十一番千葉禎太郞-33-33 百四十番小倉良則君二百十三番四宮有信君 二百四十六番大須賀庸之助君百九十三番西村甚右衞門君 二百九十四番伊藤德太郞君十六番君塚省三君 二百五十八番高橋與市君四番小原金治君 二百四番關戶覺藏君百十六番關信之介君 九十九番大津淳郞君三十番野口勝一君 二百八十二番濱名信平君二十一番赤松新右衞門君 百四十五番木村格之輔君六十七番倉島松男君 二百七十四番星亨君八十七番新井章吾 十一番田村順之助君百十三番田中正組合進出 時間一覽 二百七十八番和田方正君百二十三番相 中型 不 太 九番松尾德三郞君九十番 百三十九番大北作治郞君二十二番栗原亮一君 二百三十四番鈴木充美君二十八番木村誓太郞君 百九十二番土居光華君二百三十九番尾崎行雄君 百三十番森本確在也二百三十一番深山聳峮君 田祿君君九十八番小室重弘君 百四十六番吉 百六十三番江碕均君二十七番長谷川龜一郞君 百九十六番伊藤春太郞君二十四番鈴木仙太郞君 百六十六番天埜伊左衞門君十八番早川龍介君 四十三番今井磯一郎君九十二番山本三太郞君 二百六十番高橋小十郞君百三十八番井上彥左衞門君 六十二番池谷繁太郞君二百七十六番廣住久道君 九十六番丸尾文六君百十九番寺田彥太郞君 百八十三番三十四番江原素六君 五番依田松二百八十七番石原彥太郞君 八十九番東澤田中島義龍道鳥廉徹藏長雄作君君君君君二百七十五番大川國產業大海鮮蝦麵 十五番二百九十番 三番二百三十七番西田忠無人生君ノ君君の君 三十五番坂東京都港区銀行行三君六十一番大野龜 百六十番君七十一番野口代治君 二百四十番井深幹君八十番吉田常三郞君 二百番淺見與一右衞門君百五十五番井上利右衞門君 二百七番小阪善之助君二百七十三番島津忠貞君 百八十四番堀內賢二百十一番森本省 百四十九番橋三十八番石塚重 百六十一番百二十七番北原信 二百二十六番百八十六番武者傳 六十六番田島藤藤刈村君君君君君君君二百十二番中堅昌郎 二百八十三番正松陸敏親彌四十九番廣忠胤 一百七十一番七十五番阿愛佐河佐千澤治野藤葉 二百五十四番四十四番幸 二百十六番齋佐菊白平伊谷柴吉平首後草中江四郎輔詮郎一箴介忠朗雄尾三康明六厚郎君君君君君君君君君君君君君君君君君二百六十六番寧居民進港台灣總統一百合理科第三百三種類學術學 百七十二番五十四番部· 氏の 藤河圭尙五十番 百七十九番 二百三十五番田君君君君君君君源晟 百七十四番二八番番工藤行幹 百八十八番正九慶七番佐藤里治 百五十九番藤竹池鳥二百五十一番山下千代雄 百七十番良君三十七番秋保親 二百四十五番重野強 大百二十五番目黑貞 五十一番成田直衞君二百七十七番橋 東平行時 六番坂本理一二百八十八番 茂郎君君百八十一番35.10 百二番竹尾 二十番久保九兵衞君二百八十一番新鮮奶茶 百五十六番松田吉三郞君六十四番吉本榮 百九十七番杉村寛正君二百九十七番津田嘉 六十九番眞館貞造君二百十五番百万梅治君 百七番金岡又左衞門君二百三十六番內山正治君 百二十六番漆間民夫君二百二番南島間作君 百六番島田孝之君十三番石谷董九郞君 百四十四番田江彌三郞君九十四番門脇重雄君 百六十二番園山勇君二百五十九番鈴江泰造君 二百九十二番石橋孫八君七十番恒松隆慶君 百九十番昌君四十一番渡邊新太郞君 二百五十番內正助廉志造君九十五番立石岐君 百二十番石君百九十一番犬養毅君 富井守大竹堀此君五十六番佐藤 百一番手屋兵 二百九番毛三君七十四番直線第 四八 九 五 十 五 百 五 百 五 二百六番永正男君二百五十二番佐々木 片 大 米 百五十一番小鷹狩元凱君二百四十七番金尾稜嚴君 八十八番和田彥次郞君二百八十四番賴俊直君 百九番秋山忠夫君二百五十六番和氣〓太郞君 七十九番井上二百六十四番井穎 百五十二番吉一番勘 二百三十二番禮簡二十五番 二百九十三番岡小磯西崎田部村富四十八番月田田山北右信昌鼎 二百十番邦伴十君百八番特赦小筑大阪根河永 二百九十一番百十番 二百二十三番淺本隆太二百九十五番 二百二十八番阿武湯山君君君君君君二百八十番 百七十六番部市興彰二百二十七番 五十九番二百三十八番中野武營 六十三番小百三十七番鎌田勝太郞 三十一番三之百七十五番森輝見 百四十三番二百八十六番木重 百番百八十五番重鈴岡薫五 二百十八番藤 四 林 本 藤 村 宮君君君君君君七十七番兵昌 百七十三番廣田重達百四番小岡松頭三衞一吉省隆郎遠 百五十四番有三十九番片健 百三十四番山志君二百五十三番權藤貫 百二十四番金二百六十七番多口作 員 十七番平岡君八十五番佐々木正藏 二十三番中村彥次君百十七番堤立花親信 二百八十九番百十一番猷久 四十五番毛A MONETON LOVE君百。九十九番箕浦勝人 朝倉利親君百六十九番廣瀨貞文 二百二十四番 九十三番田營業時間君二百四十一番江島久米雄君 九十一番武元富時二百六十一番江藤新作君 百三十一番松尾寬三君二百六十三番二位景暢君 七十六番戶佐々友彥房君君二百七十二番古藤莊嘉治門君君 五十五番田熊七十三番紫寬 二百四十八番澁江公寧君四十番垣伴三君 百四十八番田村政君九十七番崎義明君 進君八十四番原 小 小 小 家 製 作 品 味 198本店のスタッフ 百八十二番川越 百九十五番小林乾一郞君五十三番地政敏君 二百七十九番折田兼至君百十八番長谷場純粹君精 二百四十三番柏田盛文君十番河島醇 百五十番蒲生仙君百二十九番大島信君,215,https://teikokugikai-i.ndl.go.jp/txt/000813246X00018941222/1
